dataset,model,score_optimized,score_not_optimized
diabetes,random_forest,0.6459627329192547,0.631578947368421
diabetes,random_forest,0.6936416184971098,0.6790123456790124
diabetes,random_forest,0.6341463414634146,0.6303030303030304
diabetes,random_forest,0.6352941176470589,0.7272727272727272
diabetes,random_forest,0.6586826347305389,0.650887573964497
diabetes,random_forest,0.6369426751592356,0.6753246753246753
diabetes,random_forest,0.6455696202531646,0.5897435897435898
diabetes,random_forest,0.5490196078431373,0.6211180124223602
diabetes,random_forest,0.6470588235294118,0.6143790849673203
diabetes,random_forest,0.7142857142857143,0.6625
diabetes,random_forest,0.7105263157894738,0.7421383647798743
diabetes,random_forest,0.5911949685534591,0.6582278481012659
diabetes,random_forest,0.6666666666666666,0.6666666666666667
diabetes,random_forest,0.6540880503144653,0.6415094339622641
diabetes,random_forest,0.5641025641025641,0.6265060240963854
diabetes,random_forest,0.6666666666666667,0.6909090909090909
diabetes,random_forest,0.6493506493506493,0.6459627329192547
diabetes,random_forest,0.6358381502890174,0.6419753086419753
diabetes,random_forest,0.679245283018868,0.7320261437908496
diabetes,random_forest,0.6415094339622641,0.6785714285714286
diabetes,random_forest,0.6490066225165563,0.6625
diabetes,random_forest,0.6666666666666667,0.738095238095238
diabetes,random_forest,0.6424242424242423,0.6163522012578617
diabetes,random_forest,0.6455696202531644,0.6585365853658537
diabetes,random_forest,0.6549707602339182,0.6815642458100558
diabetes,random_forest,0.7283950617283951,0.6883116883116882
diabetes,random_forest,0.567741935483871,0.5882352941176471
diabetes,random_forest,0.654320987654321,0.6625766871165645
diabetes,random_forest,0.646341463414634,0.7037037037037036
diabetes,random_forest,0.5454545454545454,0.6193548387096774
diabetes,decision_tree,0.5503355704697986,0.6538461538461537
diabetes,decision_tree,0.5822784810126583,0.6035502958579881
diabetes,decision_tree,0.5977011494252874,0.6470588235294118
diabetes,decision_tree,0.5581395348837209,0.6936416184971099
diabetes,decision_tree,0.5875,0.6624203821656051
diabetes,decision_tree,0.5609756097560975,0.5660377358490566
diabetes,decision_tree,0.6820809248554913,0.5548387096774193
diabetes,decision_tree,0.6097560975609756,0.6134969325153374
diabetes,decision_tree,0.6049382716049384,0.5818181818181819
diabetes,decision_tree,0.6198830409356725,0.6
diabetes,decision_tree,0.6321839080459771,0.6272189349112426
diabetes,decision_tree,0.5695364238410596,0.5714285714285715
diabetes,decision_tree,0.5766871165644172,0.6114649681528662
diabetes,decision_tree,0.6405228758169935,0.620253164556962
diabetes,decision_tree,0.6375,0.529032258064516
diabetes,decision_tree,0.6046511627906976,0.6
diabetes,decision_tree,0.5238095238095238,0.5964912280701755
diabetes,decision_tree,0.6081871345029239,0.5714285714285714
diabetes,decision_tree,0.5732484076433121,0.5540540540540541
diabetes,decision_tree,0.6282051282051282,0.6052631578947368
diabetes,decision_tree,0.5503355704697986,0.5308641975308641
diabetes,decision_tree,0.6705202312138728,0.6503067484662576
diabetes,decision_tree,0.5454545454545454,0.5783132530120482
diabetes,decision_tree,0.506024096385542,0.5555555555555556
diabetes,decision_tree,0.593939393939394,0.5660377358490567
diabetes,decision_tree,0.536231884057971,0.5454545454545454
diabetes,decision_tree,0.6235294117647059,0.6211180124223602
diabetes,decision_tree,0.5595238095238095,0.5454545454545454
diabetes,decision_tree,0.4840764331210191,0.5365853658536586
diabetes,decision_tree,0.529032258064516,0.5394736842105262
diabetes,mlp,0.5806451612903225,0.670807453416149
diabetes,mlp,0.5695364238410596,0.620253164556962
diabetes,mlp,0.7125,0.6933333333333332
diabetes,mlp,0.686046511627907,0.674698795180723
diabetes,mlp,0.6250000000000001,0.6585365853658536
diabetes,mlp,0.6666666666666667,0.662251655629139
diabetes,mlp,0.6052631578947367,0.5657894736842105
diabetes,mlp,0.6390532544378698,0.6265060240963856
diabetes,mlp,0.6086956521739131,0.7006369426751592
diabetes,mlp,0.6832298136645963,0.7151515151515152
diabetes,mlp,0.5903614457831327,0.5569620253164557
diabetes,mlp,0.6037735849056604,0.6467065868263472
diabetes,mlp,0.6829268292682926,0.6459627329192547
diabetes,mlp,0.6289308176100629,0.6455696202531646
diabetes,mlp,0.5555555555555555,0.5379310344827586
diabetes,mlp,0.6666666666666667,0.6540880503144653
diabetes,mlp,0.659217877094972,0.6857142857142857
diabetes,mlp,0.6503067484662576,0.6626506024096386
diabetes,mlp,0.6578947368421053,0.6582278481012659
diabetes,mlp,0.5277777777777778,0.5578231292517006
diabetes,mlp,0.5390070921985816,0.5714285714285715
diabetes,mlp,0.5974025974025974,0.6424242424242423
diabetes,mlp,0.6666666666666667,0.6309523809523809
diabetes,mlp,0.6144578313253013,0.5748502994011977
diabetes,mlp,0.6538461538461539,0.6748466257668712
diabetes,mlp,0.5875,0.6369426751592356
diabetes,mlp,0.6227544910179641,0.5786163522012578
diabetes,mlp,0.6666666666666667,0.6742857142857144
diabetes,mlp,0.6296296296296297,0.654320987654321
diabetes,mlp,0.6442953020134228,0.717948717948718
diabetes,knn,0.654320987654321,0.670807453416149
diabetes,knn,0.6303030303030304,0.6
diabetes,knn,0.6358381502890174,0.6629213483146067
diabetes,knn,0.698224852071006,0.7305389221556886
diabetes,knn,0.6214689265536724,0.6190476190476191
diabetes,knn,0.6459627329192547,0.6956521739130435
diabetes,knn,0.6289308176100629,0.6153846153846154
diabetes,knn,0.6545454545454545,0.6329113924050632
diabetes,knn,0.6745562130177515,0.6707317073170732
diabetes,knn,0.6172839506172839,0.654320987654321
diabetes,knn,0.6703296703296704,0.6666666666666666
diabetes,knn,0.6000000000000001,0.6172839506172839
diabetes,knn,0.6506024096385542,0.6951219512195121
diabetes,knn,0.6473988439306358,0.6547619047619048
diabetes,knn,0.6547619047619048,0.6455696202531646
diabetes,knn,0.6511627906976745,0.6514285714285715
diabetes,knn,0.6424242424242423,0.6583850931677019
diabetes,knn,0.6551724137931035,0.6588235294117647
diabetes,knn,0.6335403726708074,0.567741935483871
diabetes,knn,0.6049382716049383,0.5911949685534591
diabetes,knn,0.6282051282051283,0.646341463414634
diabetes,knn,0.5822784810126582,0.5949367088607596
diabetes,knn,0.5962732919254657,0.620253164556962
diabetes,knn,0.6440677966101694,0.6390532544378699
diabetes,knn,0.6206896551724138,0.6282051282051283
diabetes,knn,0.6184210526315789,0.6174496644295301
diabetes,knn,0.6506024096385542,0.6181818181818182
diabetes,knn,0.6549707602339182,0.593939393939394
diabetes,knn,0.6794871794871794,0.6351351351351351
diabetes,knn,0.6049382716049384,0.6107784431137724
hill_valley,random_forest,0.9691876750700279,0.9720670391061453
hill_valley,random_forest,0.9562841530054645,0.9502762430939227
hill_valley,random_forest,0.9633802816901408,0.9722222222222222
hill_valley,random_forest,0.9860724233983287,0.9672131147540983
hill_valley,random_forest,0.9635854341736695,0.9283667621776505
hill_valley,random_forest,0.9728260869565217,0.9586776859504131
hill_valley,random_forest,0.9917355371900827,0.9675675675675677
hill_valley,random_forest,0.9662921348314606,0.9720670391061453
hill_valley,random_forest,0.9750692520775622,0.9725274725274725
hill_valley,random_forest,0.9720670391061453,0.9553072625698324
hill_valley,random_forest,0.9666666666666667,0.9584487534626039
hill_valley,random_forest,0.9835164835164835,0.9750692520775622
hill_valley,random_forest,0.9723756906077348,0.9809264305177112
hill_valley,random_forest,0.9695290858725762,0.9637883008356546
hill_valley,random_forest,0.9862258953168045,0.9693593314763231
hill_valley,random_forest,0.9526462395543176,0.943502824858757
hill_valley,random_forest,0.96986301369863,0.9424657534246575
hill_valley,random_forest,0.9672131147540983,0.9809264305177112
hill_valley,random_forest,0.9808219178082191,0.9696969696969698
hill_valley,random_forest,0.9720670391061453,0.9695290858725762
hill_valley,random_forest,0.9779005524861878,0.9505494505494505
hill_valley,random_forest,0.9695290858725762,0.9779005524861878
hill_valley,random_forest,0.9470752089136492,0.9579831932773109
hill_valley,random_forest,0.9862258953168045,0.9807162534435261
hill_valley,random_forest,0.9586776859504131,0.961111111111111
hill_valley,random_forest,0.9809264305177112,0.958217270194986
hill_valley,random_forest,0.9753424657534248,0.9641873278236914
hill_valley,random_forest,0.9777777777777779,0.9750692520775622
hill_valley,random_forest,0.9779005524861878,0.9805013927576602
hill_valley,random_forest,0.9777777777777779,0.9749303621169916
hill_valley,decision_tree,0.821529745042493,0.8423913043478262
hill_valley,decision_tree,0.8248587570621468,0.8670212765957447
hill_valley,decision_tree,0.8833333333333334,0.8719346049046321
hill_valley,decision_tree,0.8324324324324325,0.8760330578512395
hill_valley,decision_tree,0.862533692722372,0.8802228412256268
hill_valley,decision_tree,0.8376068376068375,0.8688524590163935
hill_valley,decision_tree,0.8539944903581268,0.8438356164383561
hill_valley,decision_tree,0.8338028169014085,0.8571428571428571
hill_valley,decision_tree,0.9273743016759776,0.8602739726027399
hill_valley,decision_tree,0.8826815642458101,0.8664850136239781
hill_valley,decision_tree,0.9184782608695652,0.8611111111111112
hill_valley,decision_tree,0.8767123287671232,0.8749999999999999
hill_valley,decision_tree,0.9046321525885558,0.8828337874659401
hill_valley,decision_tree,0.8502673796791443,0.8743169398907105
hill_valley,decision_tree,0.8978494623655914,0.8784530386740332
hill_valley,decision_tree,0.8478260869565217,0.8655913978494623
hill_valley,decision_tree,0.8919667590027701,0.8457142857142858
hill_valley,decision_tree,0.8595041322314049,0.8328912466843502
hill_valley,decision_tree,0.8670212765957447,0.8626373626373627
hill_valley,decision_tree,0.8636363636363636,0.8789473684210527
hill_valley,decision_tree,0.8394366197183099,0.8780487804878049
hill_valley,decision_tree,0.868632707774799,0.8723404255319148
hill_valley,decision_tree,0.8258426966292135,0.8555555555555556
hill_valley,decision_tree,0.8784530386740332,0.9051490514905149
hill_valley,decision_tree,0.8705234159779615,0.8291316526610645
hill_valley,decision_tree,0.8808864265927978,0.8411764705882353
hill_valley,decision_tree,0.8925619834710743,0.8222222222222223
hill_valley,decision_tree,0.8555555555555556,0.8438356164383561
hill_valley,decision_tree,0.8476454293628809,0.8518518518518519
hill_valley,decision_tree,0.8834688346883469,0.8457446808510638
hill_valley,mlp,0.6763636363636363,0.9752066115702479
hill_valley,mlp,0.7870967741935485,0.9637883008356546
hill_valley,mlp,0.9700272479564033,0.9080118694362018
