dataset,model,score_optimized,score_not_optimized
hill_valley,mlp,0.8445747800586509,0.8682170542635658
hill_valley,mlp,0.8967391304347826,0.9005524861878453
hill_valley,mlp,0.8633879781420766,0.8515406162464987
hill_valley,mlp,0.8432432432432433,0.8776595744680851
hill_valley,mlp,0.9362880886426593,0.9369863013698629
hill_valley,mlp,0.8287841191066997,0.8702702702702703
hill_valley,mlp,0.8826815642458101,0.8882978723404256
hill_valley,mlp,0.8636363636363636,0.8901408450704226
hill_valley,mlp,0.7341772151898733,0.841025641025641
hill_valley,mlp,0.7344262295081967,0.8864864864864866
hill_valley,mlp,0.8895027624309393,0.8795518207282913
hill_valley,mlp,0.8264462809917354,0.8469945355191257
hill_valley,mlp,0.7976539589442815,0.8802083333333334
hill_valley,mlp,0.8547486033519553,0.8860103626943006
hill_valley,mlp,0.8288288288288288,0.898936170212766
hill_valley,knn,0.9972602739726028,1.0
hill_valley,knn,0.986449864498645,1.0
hill_valley,knn,0.9891304347826088,1.0
hill_valley,knn,0.994535519125683,1.0
hill_valley,knn,0.9972602739726028,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,0.994535519125683,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,0.9891304347826088,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,0.9972602739726028,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,0.994535519125683,1.0
hill_valley,knn,0.9972602739726028,1.0
hill_valley,knn,0.9918256130790191,1.0
hill_valley,knn,0.994535519125683,1.0
hill_valley,knn,0.9972602739726028,1.0
hill_valley,knn,0.9918256130790191,1.0
hill_valley,knn,0.994535519125683,1.0
hill_valley,knn,1.0,1.0
hill_valley,knn,1.0,1.0
ionosphere,random_forest,0.9210526315789473,0.9066666666666667
ionosphere,random_forest,0.8947368421052632,0.9066666666666667
ionosphere,random_forest,0.925,0.925
ionosphere,random_forest,0.9487179487179489,0.9610389610389611
ionosphere,random_forest,0.9066666666666667,0.8918918918918918
ionosphere,random_forest,0.9024390243902439,0.9135802469135803
ionosphere,random_forest,0.9473684210526315,0.9230769230769231
ionosphere,random_forest,0.9113924050632912,0.8831168831168831
ionosphere,random_forest,0.935064935064935,0.9473684210526315
ionosphere,random_forest,0.935064935064935,0.9367088607594938
ionosphere,random_forest,0.9066666666666667,0.9066666666666667
ionosphere,random_forest,0.9487179487179489,0.9473684210526315
ionosphere,random_forest,0.8918918918918918,0.9066666666666667
ionosphere,random_forest,0.9620253164556963,0.9620253164556963
ionosphere,random_forest,0.868421052631579,0.8860759493670887
ionosphere,random_forest,0.9024390243902439,0.9
ionosphere,random_forest,0.9333333333333332,0.9473684210526315
ionosphere,random_forest,0.868421052631579,0.9135802469135803
ionosphere,random_forest,0.9230769230769231,0.9610389610389611
ionosphere,random_forest,0.918918918918919,0.904109589041096
ionosphere,random_forest,0.8767123287671234,0.9210526315789473
ionosphere,random_forest,0.88,0.9382716049382717
ionosphere,random_forest,0.9166666666666667,0.9599999999999999
ionosphere,random_forest,0.925,0.9367088607594938
ionosphere,random_forest,0.9599999999999999,0.9473684210526315
ionosphere,random_forest,0.9473684210526315,0.9333333333333332
ionosphere,random_forest,0.8421052631578947,0.8648648648648649
ionosphere,random_forest,0.8860759493670887,0.8888888888888888
ionosphere,random_forest,0.8717948717948718,0.8974358974358975
ionosphere,random_forest,0.9610389610389611,0.9736842105263158
ionosphere,decision_tree,0.918918918918919,0.8918918918918918
ionosphere,decision_tree,0.8266666666666665,0.8888888888888888
ionosphere,decision_tree,0.8333333333333333,0.8860759493670887
ionosphere,decision_tree,0.9166666666666667,0.8947368421052632
ionosphere,decision_tree,0.904109589041096,0.8
ionosphere,decision_tree,0.868421052631579,0.8533333333333334
ionosphere,decision_tree,0.8571428571428572,0.8674698795180723
ionosphere,decision_tree,0.7792207792207793,0.8292682926829269
ionosphere,decision_tree,0.9066666666666667,0.8311688311688312
ionosphere,decision_tree,0.8500000000000001,0.825
ionosphere,decision_tree,0.8831168831168831,0.9
ionosphere,decision_tree,0.8641975308641974,0.8205128205128205
ionosphere,decision_tree,0.8974358974358975,0.8169014084507042
ionosphere,decision_tree,0.868421052631579,0.8461538461538461
ionosphere,decision_tree,0.7945205479452055,0.8767123287671234
ionosphere,decision_tree,0.9066666666666667,0.918918918918919
ionosphere,decision_tree,0.9,0.9333333333333332
ionosphere,decision_tree,0.8192771084337349,0.8888888888888888
ionosphere,decision_tree,0.8831168831168831,0.8860759493670887
ionosphere,decision_tree,0.8354430379746836,0.8493150684931505
ionosphere,decision_tree,0.825,0.8974358974358975
ionosphere,decision_tree,0.8717948717948718,0.8888888888888888
ionosphere,decision_tree,0.8157894736842104,0.8461538461538461
ionosphere,decision_tree,0.8780487804878049,0.9333333333333332
ionosphere,decision_tree,0.8571428571428572,0.9
ionosphere,decision_tree,0.8918918918918918,0.9333333333333332
ionosphere,decision_tree,0.8860759493670887,0.860759493670886
ionosphere,decision_tree,0.8767123287671234,0.8533333333333334
ionosphere,decision_tree,0.9090909090909091,0.88
ionosphere,decision_tree,0.7951807228915663,0.9090909090909091
ionosphere,mlp,0.9156626506024096,0.9268292682926829
ionosphere,mlp,0.9156626506024096,0.9156626506024096
ionosphere,mlp,0.9367088607594938,0.9487179487179489
ionosphere,mlp,0.9024390243902439,0.9024390243902439
ionosphere,mlp,0.891566265060241,0.9135802469135803
ionosphere,mlp,0.8536585365853658,0.9024390243902439
ionosphere,mlp,0.9135802469135803,0.9268292682926829
ionosphere,mlp,0.925,0.9024390243902439
ionosphere,mlp,0.891566265060241,0.891566265060241
ionosphere,mlp,0.9135802469135803,0.9268292682926829
ionosphere,mlp,0.9268292682926829,0.9047619047619047
ionosphere,mlp,0.9382716049382717,0.9382716049382717
ionosphere,mlp,0.875,0.8860759493670887
ionosphere,mlp,0.9113924050632912,0.9382716049382717
ionosphere,mlp,0.8705882352941177,0.891566265060241
